Date,Open,High,Low,Close,Volume,Market Cap
Sep-19-2010,0.0627,0.0627,0.0627,0.0627,0,0
Sep-20-2010,0.0621,0.0621,0.0621,0.0621,0,0
Sep-21-2010,0.0627,0.0627,0.0627,0.0627,0,0
Sep-22-2010,0.0622,0.0622,0.0622,0.0622,0,0
Sep-23-2010,0.0623,0.0623,0.0623,0.0623,0,0
Sep-24-2010,0.0622,0.0622,0.0622,0.0622,0,0
Sep-25-2010,0.062,0.062,0.062,0.062,0,0
Sep-26-2010,0.062,0.062,0.062,0.062,0,0
Sep-27-2010,0.0622,0.0622,0.0622,0.0622,0,0
Sep-28-2010,0.0619,0.0619,0.0619,0.0619,0,0
Sep-29-2010,0.0619,0.0619,0.0619,0.0619,0,0
Sep-30-2010,0.0619,0.0619,0.0619,0.0619,0,0
Oct-01-2010,0.062,0.062,0.062,0.062,0,0
Oct-02-2010,0.0614,0.0614,0.0614,0.0614,0,0
Oct-03-2010,0.0611,0.0611,0.0611,0.0611,0,0
Oct-04-2010,0.0613,0.0613,0.0613,0.0613,0,0
Oct-05-2010,0.0614,0.0614,0.0614,0.0614,0,0
Oct-06-2010,0.0628,0.0628,0.0628,0.0628,0,0
Oct-07-2010,0.067,0.067,0.067,0.067,0,0
Oct-08-2010,0.0869,0.0869,0.0869,0.0869,0,0
Oct-09-2010,0.0938,0.0938,0.0938,0.0938,0,0
Oct-10-2010,0.0965,0.0965,0.0965,0.0965,0,0
Oct-11-2010,0.095,0.095,0.095,0.095,0,0
Oct-12-2010,0.0949,0.0949,0.0949,0.0949,0,0
Oct-13-2010,0.105,0.105,0.105,0.105,0,0
Oct-14-2010,0.102,0.102,0.102,0.102,0,0
Oct-15-2010,0.105,0.105,0.105,0.105,0,0
Oct-16-2010,0.101,0.101,0.101,0.101,0,0
Oct-17-2010,0.102,0.102,0.102,0.102,0,0
Oct-18-2010,0.1024,0.1024,0.1024,0.1024,0,0
Oct-19-2010,0.097,0.097,0.097,0.097,0,0
Oct-20-2010,0.099,0.099,0.099,0.099,0,0
Oct-21-2010,0.107,0.107,0.107,0.107,0,0
Oct-22-2010,0.1025,0.1025,0.1025,0.1025,0,0
Oct-23-2010,0.1055,0.1055,0.1055,0.1055,0,0
Oct-24-2010,0.115,0.115,0.115,0.115,0,0
Oct-25-2010,0.132,0.132,0.132,0.132,0,0
Oct-26-2010,0.1503,0.1503,0.1503,0.1503,0,0
Oct-27-2010,0.1877,0.1877,0.1877,0.1877,0,0
Oct-28-2010,0.1731,0.1731,0.1731,0.1731,0,0
Oct-29-2010,0.19,0.19,0.19,0.19,0,0
Oct-30-2010,0.1989,0.1989,0.1989,0.1989,0,0
Oct-31-2010,0.1925,0.1925,0.1925,0.1925,0,0
Nov-01-2010,0.1955,0.1955,0.1955,0.1955,0,0
Nov-02-2010,0.1938,0.1938,0.1938,0.1938,0,0
Nov-03-2010,0.1931,0.1931,0.1931,0.1931,0,0
Nov-04-2010,0.23,0.23,0.23,0.23,0,0
Nov-05-2010,0.26,0.26,0.26,0.26,0,0
Nov-06-2010,0.39,0.39,0.39,0.39,0,0
Nov-07-2010,0.34,0.34,0.34,0.34,0,0
Nov-08-2010,0.243,0.243,0.243,0.243,0,0
Nov-09-2010,0.21,0.21,0.21,0.21,0,0
Nov-10-2010,0.24,0.24,0.24,0.24,0,0
Nov-11-2010,0.2231,0.2231,0.2231,0.2231,0,0
Nov-12-2010,0.2682,0.2682,0.2682,0.2682,0,0
Nov-13-2010,0.276,0.276,0.276,0.276,0,0
Nov-14-2010,0.279,0.279,0.279,0.279,0,0
Nov-15-2010,0.2682,0.2682,0.2682,0.2682,0,0
Nov-16-2010,0.223,0.223,0.223,0.223,0,0
Nov-17-2010,0.2299,0.2299,0.2299,0.2299,0,0
Nov-18-2010,0.2678,0.2678,0.2678,0.2678,0,0
Nov-19-2010,0.28,0.28,0.28,0.28,0,0
Nov-20-2010,0.283,0.283,0.283,0.283,0,0
Nov-21-2010,0.2768,0.2768,0.2768,0.2768,0,0
Nov-22-2010,0.2879,0.2879,0.2879,0.2879,0,0
Nov-23-2010,0.283,0.283,0.283,0.283,0,0
Nov-24-2010,0.283,0.283,0.283,0.283,0,0
Nov-25-2010,0.28,0.28,0.28,0.28,0,0
Nov-26-2010,0.2844,0.2844,0.2844,0.2844,0,0
Nov-27-2010,0.283,0.283,0.283,0.283,0,0
Nov-28-2010,0.27,0.27,0.27,0.27,0,0
Nov-29-2010,0.2299,0.2299,0.2299,0.2299,0,0
Nov-30-2010,0.2082,0.2082,0.2082,0.2082,0,0
Dec-01-2010,0.2275,0.2275,0.2275,0.2275,0,0
Dec-02-2010,0.255,0.255,0.255,0.255,0,0
Dec-03-2010,0.2511,0.2511,0.2511,0.2511,0,0
Dec-04-2010,0.205,0.205,0.205,0.205,0,0
Dec-05-2010,0.19,0.19,0.19,0.19,0,0
Dec-06-2010,0.204,0.204,0.204,0.204,0,0
Dec-07-2010,0.233,0.233,0.233,0.233,0,0
Dec-08-2010,0.2388,0.2388,0.2388,0.2388,0,0
Dec-09-2010,0.2,0.2,0.2,0.2,0,0
Dec-10-2010,0.204,0.204,0.204,0.204,0,0
Dec-11-2010,0.228,0.228,0.228,0.228,0,0
Dec-12-2010,0.22,0.22,0.22,0.22,0,0
Dec-13-2010,0.2299,0.2299,0.2299,0.2299,0,0
Dec-14-2010,0.2467,0.2467,0.2467,0.2467,0,0
Dec-15-2010,0.238,0.238,0.238,0.238,0,0
Dec-16-2010,0.25,0.25,0.25,0.25,0,0
Dec-17-2010,0.24,0.24,0.24,0.24,0,0
Dec-18-2010,0.241,0.241,0.241,0.241,0,0
Dec-19-2010,0.2401,0.2401,0.2401,0.2401,0,0
Dec-20-2010,0.267,0.267,0.267,0.267,0,0
Dec-21-2010,0.24,0.24,0.24,0.24,0,0
Dec-22-2010,0.25,0.25,0.25,0.25,0,0
Dec-23-2010,0.25,0.25,0.25,0.25,0,0
Dec-24-2010,0.248,0.248,0.248,0.248,0,0
Dec-25-2010,0.2499,0.2499,0.2499,0.2499,0,0
Dec-26-2010,0.265,0.265,0.265,0.265,0,0
Dec-27-2010,0.265,0.265,0.265,0.265,0,0
Dec-28-2010,0.281,0.281,0.281,0.281,0,0
